"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","BirthYear","MonthlyLeaves","OverTimeHours"
36,"0","Non-Travel","Audit","30분미만",3,"기술공학",742,1,"1",4,3,"기술직",1,"Married",11713,9,14,3,1,10,2,3,8,7,0,5,1984,3,0
38,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",743,3,"1",3,3,"세무직",3,"Single",7861,4,14,3,4,10,4,4,1,0,0,0,1982,2,41
44,"0","Non-Travel","Audit"," 1시간이상",3,"상경계",744,1,"0",1,1,"기술컨설팅직",3,"Single",3708,2,14,3,3,9,5,3,5,2,1,4,1976,2,0
47,"0","Travel_Frequently","Tax","30분미만",3,"상경계",746,4,"1",3,4,"감사직",3,"Divorced",13770,9,12,3,4,28,2,2,22,2,11,13,1973,2,50
30,"0","Travel_Rarely","Tax"," 1시간이상",5,"인문학",747,3,"0",3,2,"감사직",4,"Divorced",5304,7,23,4,4,10,2,2,8,7,7,7,1990,2,0
29,"0","Travel_Rarely","Tax","30분미만",3,"기술공학",749,3,"0",3,1,"영업직",3,"Single",2642,1,11,3,3,1,6,3,1,0,0,0,1991,1,0
42,"1","Travel_Frequently","Audit","1시간미만",3,"상경계",752,3,"0",4,1,"컨설팅직",3,"Divorced",2759,6,12,3,4,7,2,3,2,2,2,2,1978,1,43
43,"0","Travel_Frequently","Tax","1시간미만",3,"기술공학",754,4,"0",2,2,"감사직",4,"Married",6804,3,18,3,3,7,5,3,2,2,2,2,1977,3,0
34,"0","Travel_Rarely","Audit","30분미만",2,"상경계",757,2,"1",3,2,"투자자문직",3,"Single",6142,3,11,3,4,10,2,3,5,1,4,3,1986,3,0
23,"0","Travel_Rarely","Audit","30분미만",1,"상경계",758,2,"0",3,1,"기술컨설팅직",1,"Married",2500,1,14,3,4,5,2,4,4,3,0,2,1997,1,0
39,"0","Travel_Rarely","CS & DA","30분미만",3,"예체능",760,3,"1",4,2,"사무직",2,"Married",6389,9,15,3,3,12,3,1,8,3,3,6,1981,1,0
56,"0","Travel_Rarely","Audit","30분미만",3,"상경계",762,3,"0",3,4,"투자자문직",4,"Married",11103,7,11,3,3,30,1,2,10,7,1,1,1964,2,0
40,"0","Travel_Rarely","Audit","30분미만",1,"상경계",763,4,"1",2,1,"컨설팅직",4,"Single",2342,0,20,4,4,5,2,2,4,2,2,3,1980,0,33
27,"0","Travel_Rarely","Audit","30분미만",3,"상경계",764,4,"1",2,2,"투자자문직",1,"Single",6811,8,19,3,1,9,2,1,7,6,0,7,1993,3,0
29,"0","Travel_Rarely","Tax","30분미만",3,"인문학",766,4,"0",3,1,"영업직",2,"Divorced",2297,1,14,3,4,2,2,3,2,2,2,2,1991,3,0
53,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",769,4,"0",3,2,"기술컨설팅직",4,"Single",2450,2,17,3,4,19,4,3,2,2,2,2,1967,1,0
35,"0","Non-Travel","Audit","30분미만",4,"기술공학",771,4,"1",3,2,"투자자문직",1,"Divorced",5093,2,11,3,1,16,2,4,1,0,0,0,1985,1,0
32,"0","Travel_Frequently","Audit"," 1시간이상",4,"기술공학",772,1,"0",3,2,"기술컨설팅직",4,"Married",5309,1,15,3,4,10,2,3,10,8,4,7,1988,1,0
38,"0","Travel_Rarely","Audit","30분미만",5,"상경계",773,4,"0",3,1,"컨설팅직",3,"Married",3057,6,13,3,2,6,0,1,1,0,0,1,1982,1,2
34,"0","Travel_Rarely","Audit","30분미만",5,"기술공학",775,2,"1",3,2,"세무직",1,"Divorced",5121,3,14,3,3,7,3,3,0,0,0,0,1986,2,0
52,"0","Travel_Rarely","Tax","30분미만",4,"인문학",776,3,"0",2,4,"연구직",1,"Married",16856,1,11,3,1,34,3,4,34,6,1,16,1968,2,0
33,"1","Travel_Rarely","Audit","30분미만",4,"기타",780,4,"0",3,1,"컨설팅직",4,"Single",2686,1,13,3,3,10,2,2,10,9,7,8,1987,3,18
25,"0","Travel_Rarely","Tax"," 1시간이상",1,"상경계",781,3,"1",3,2,"감사직",4,"Single",6180,1,23,4,2,6,5,2,6,5,1,4,1995,0,0
45,"0","Travel_Rarely","Tax","30분미만",2,"자연과학",783,2,"0",1,2,"영업직",3,"Single",6632,0,13,3,1,9,3,3,8,7,3,1,1975,3,0
23,"0","Travel_Rarely","Audit","30분미만",1,"상경계",784,1,"0",4,1,"컨설팅직",3,"Single",3505,1,18,3,4,2,3,3,2,2,0,2,1997,3,0
47,"1","Travel_Frequently","Tax"," 1시간이상",2,"기술공학",785,2,"1",4,2,"감사직",3,"Single",6397,4,12,3,4,8,2,3,5,4,1,3,1973,3,29
34,"0","Travel_Rarely","Tax","30분미만",3,"기타",786,4,"0",3,2,"감사직",4,"Single",6274,1,22,4,3,6,5,3,6,5,1,4,1986,0,0
55,"1","Travel_Rarely","Audit","30분미만",3,"상경계",787,4,"0",3,5,"연구직",1,"Married",19859,5,13,3,4,24,2,3,5,2,1,4,1965,3,52
36,"0","Non-Travel","Tax","30분미만",4,"기술공학",789,1,"0",2,3,"감사직",1,"Single",7587,1,15,3,2,10,1,3,10,7,0,9,1984,2,0
52,"0","Non-Travel","Audit","1시간미만",4,"상경계",791,4,"0",3,1,"컨설팅직",4,"Married",4258,0,18,3,1,5,3,3,4,3,1,2,1968,3,0
26,"0","Travel_Frequently","Audit","30분미만",2,"기술공학",792,1,"1",1,1,"기술컨설팅직",4,"Divorced",4364,3,14,3,1,5,2,3,2,2,2,0,1994,2,0
29,"0","Travel_Rarely","Audit"," 1시간이상",3,"상경계",793,2,"1",3,2,"투자자문직",3,"Married",4335,4,12,3,1,11,3,2,8,7,1,1,1991,3,0
26,"1","Travel_Rarely","Tax","30분미만",3,"자연과학",796,4,"0",2,2,"감사직",1,"Single",5326,6,17,3,3,6,2,2,4,3,1,2,1994,2,0
34,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",797,2,"1",4,1,"컨설팅직",4,"Single",3280,2,16,3,3,10,2,3,4,2,1,3,1986,3,0
54,"0","Travel_Rarely","Audit","1시간미만",4,"상경계",799,4,"1",3,2,"세무직",1,"Divorced",5485,9,11,3,2,9,4,3,5,3,1,4,1966,2,30
27,"0","Travel_Frequently","Tax","30분미만",1,"인문학",800,3,"0",3,2,"감사직",4,"Married",4342,0,19,3,2,5,3,3,4,2,1,1,1993,0,0
37,"0","Travel_Rarely","Audit","30분미만",1,"기술공학",802,4,"1",3,1,"컨설팅직",1,"Divorced",2782,0,13,3,2,6,3,2,5,3,4,3,1983,0,15
38,"0","Travel_Frequently","Audit","30분미만",4,"기술공학",803,1,"1",4,2,"세무직",1,"Single",5980,6,12,3,4,17,2,3,15,7,4,12,1982,0,23
34,"0","Travel_Rarely","Audit","30분미만",4,"상경계",804,3,"1",2,1,"컨설팅직",1,"Single",4381,1,11,3,3,6,3,3,6,5,1,3,1986,2,0
35,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",805,1,"1",3,1,"영업직",4,"Married",2572,1,16,3,2,3,1,2,3,2,0,2,1985,1,0
30,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",806,4,"0",1,1,"기술컨설팅직",3,"Married",3833,3,21,4,3,7,2,3,2,2,0,2,1990,0,0
40,"0","Travel_Frequently","Audit","30분미만",2,"상경계",807,3,"1",4,2,"투자자문직",2,"Married",4244,1,24,4,4,8,2,3,8,7,3,7,1980,2,0
34,"0","Travel_Rarely","Tax","30분미만",2,"기술공학",808,3,"1",3,2,"감사직",1,"Married",6500,5,17,3,2,6,1,3,3,2,1,2,1986,0,0
42,"0","Travel_Frequently","Audit","30분미만",3,"기술공학",809,2,"0",3,5,"연구직",4,"Divorced",18430,1,13,3,2,24,4,2,24,7,14,9,1978,1,0
23,"1","Travel_Rarely","Audit","30분미만",3,"기술공학",811,3,"0",4,1,"기술컨설팅직",1,"Married",1601,1,21,4,3,1,2,3,0,0,0,0,1997,2,22
24,"0","Non-Travel","Audit","30분미만",3,"기술공학",812,3,"0",2,1,"기술컨설팅직",2,"Divorced",2694,1,11,3,3,1,4,3,1,0,0,0,1996,1,0
52,"0","Travel_Rarely","Audit","1시간미만",4,"기술공학",813,4,"1",3,2,"기술컨설팅직",3,"Married",3149,8,20,4,2,9,3,3,5,2,1,4,1968,0,0
50,"0","Travel_Rarely","Audit","30분미만",3,"상경계",815,3,"0",3,4,"기술직",3,"Married",17639,5,16,3,4,30,3,3,4,3,0,3,1970,3,0
29,"1","Travel_Rarely","Audit","30분미만",2,"기술공학",816,2,"1",2,1,"기술컨설팅직",1,"Married",2319,1,11,3,4,1,1,3,1,0,0,0,1991,3,24
33,"0","Travel_Rarely","Audit","30분미만",3,"상경계",817,3,"0",3,3,"기술직",3,"Married",11691,0,11,3,4,14,3,4,13,9,3,7,1987,1,0
33,"1","Travel_Rarely","Tax","1시간미만",3,"인문학",819,1,"1",3,2,"감사직",1,"Single",5324,5,15,3,3,6,3,3,3,2,0,2,1987,1,0
47,"0","Travel_Rarely","Audit","30분미만",2,"기타",820,3,"1",3,4,"연구직",4,"Married",16752,1,11,3,3,26,3,2,26,14,3,0,1973,0,39
36,"0","Travel_Rarely","Audit","30분미만",3,"기타",823,3,"1",3,2,"세무직",2,"Married",5228,0,15,3,1,10,2,3,9,7,0,5,1984,2,0
29,"0","Travel_Rarely","Audit"," 1시간이상",2,"기술공학",824,3,"0",4,1,"컨설팅직",3,"Married",2700,1,24,4,3,10,3,3,10,7,0,7,1991,1,0
58,"1","Travel_Rarely","Audit","30분미만",4,"기술공학",825,4,"0",3,5,"기술직",2,"Single",19246,7,12,3,4,40,2,3,31,15,13,8,1962,3,30
35,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",826,4,"1",4,1,"컨설팅직",3,"Single",2506,3,13,3,3,7,0,3,2,2,2,2,1985,0,0
42,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",827,4,"1",2,2,"세무직",4,"Married",6062,9,13,3,4,8,4,3,4,3,0,2,1978,1,31
28,"1","Travel_Rarely","Audit","30분미만",4,"상경계",828,3,"0",3,1,"컨설팅직",3,"Single",4382,6,17,3,4,5,3,2,2,2,2,1,1992,1,0
36,"0","Travel_Rarely","CS & DA","1시간미만",3,"예체능",829,3,"0",3,1,"사무직",2,"Married",2143,4,13,3,2,8,2,3,5,2,0,4,1984,0,0
32,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",830,3,"1",2,2,"세무직",3,"Married",6162,1,12,3,3,14,3,3,14,13,6,8,1988,1,0
40,"0","Travel_Frequently","Audit","1시간미만",4,"상경계",832,1,"0",2,2,"기술컨설팅직",3,"Single",5094,6,14,3,4,10,6,3,1,0,0,0,1980,1,0
30,"0","Travel_Rarely","Audit","30분미만",3,"상경계",833,3,"1",2,2,"세무직",4,"Single",6877,5,24,4,2,12,4,2,0,0,0,0,1990,0,39
45,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",834,2,"1",2,1,"컨설팅직",3,"Single",2274,1,14,3,4,1,3,3,1,0,0,0,1975,0,0
42,"0","Travel_Rarely","Audit"," 1시간이상",3,"기술공학",836,2,"0",3,2,"세무직",2,"Married",4434,1,13,3,4,10,3,2,9,8,7,8,1978,0,0
38,"0","Travel_Frequently","Audit","1시간미만",3,"기술공학",837,1,"0",2,2,"투자자문직",1,"Divorced",6288,2,15,3,3,13,3,2,4,3,1,2,1982,0,0
34,"0","Travel_Frequently","Audit","1시간미만",4,"기술공학",838,3,"1",2,1,"컨설팅직",4,"Single",2553,1,16,3,3,6,3,3,5,2,1,3,1986,0,0
49,"1","Travel_Rarely","Tax","1시간미만",3,"인문학",840,3,"1",3,3,"감사직",4,"Married",7654,1,18,3,1,9,3,4,9,8,7,7,1971,2,0
55,"1","Travel_Rarely","Tax","30분미만",1,"상경계",842,3,"0",3,2,"감사직",4,"Single",5160,4,16,3,3,12,3,2,9,7,7,3,1965,2,0
43,"0","Travel_Rarely","Audit","1시간미만",2,"기술공학",843,2,"0",3,4,"기술직",1,"Married",17159,6,24,4,3,22,3,3,4,1,1,0,1977,2,0
27,"0","Travel_Rarely","Audit","30분미만",1,"자연과학",844,3,"0",2,3,"기술직",4,"Divorced",12808,1,16,3,2,9,3,3,9,8,0,8,1993,0,9
35,"0","Travel_Rarely","Audit","30분미만",3,"기타",845,3,"0",3,3,"세무직",3,"Single",10221,3,21,4,2,17,3,4,8,5,1,6,1985,2,0
28,"0","Travel_Rarely","Tax","30분미만",4,"인문학",846,2,"1",3,2,"감사직",2,"Married",4779,1,20,4,1,8,2,3,8,7,7,5,1992,3,24
34,"0","Travel_Rarely","CS & DA","30분미만",2,"예체능",847,3,"0",3,1,"사무직",4,"Married",3737,0,19,3,3,4,1,1,3,2,0,2,1986,0,0
26,"1","Travel_Frequently","Audit","30분미만",2,"상경계",848,3,"1",2,1,"컨설팅직",3,"Married",2366,1,14,3,1,8,2,3,8,7,1,7,1994,0,21
27,"0","Non-Travel","Audit","30분미만",3,"상경계",850,4,"0",3,1,"컨설팅직",4,"Married",1706,1,11,3,3,0,6,2,0,0,0,0,1993,0,0
51,"0","Travel_Rarely","Tax"," 1시간이상",4,"인문학",851,1,"1",3,4,"연구직",3,"Married",16307,2,14,3,3,29,2,2,20,6,4,17,1969,0,0
44,"0","Travel_Rarely","Audit","30분미만",3,"상경계",852,4,"0",3,2,"투자자문직",2,"Single",5933,9,12,3,4,10,2,2,5,2,2,3,1976,1,0
25,"0","Travel_Rarely","Audit","30분미만",1,"상경계",854,1,"0",4,1,"컨설팅직",1,"Single",3424,7,13,3,3,6,3,2,4,3,0,1,1995,2,0
33,"0","Travel_Rarely","Tax","30분미만",3,"상경계",855,1,"0",4,2,"감사직",1,"Divorced",4037,1,22,4,1,9,5,3,9,8,0,8,1987,2,0
35,"0","Travel_Rarely","Audit"," 1시간이상",1,"상경계",856,3,"1",2,1,"컨설팅직",1,"Single",2559,1,11,3,4,6,3,2,6,5,1,1,1985,3,0
36,"0","Travel_Rarely","Tax","30분미만",2,"기술공학",857,2,"0",3,2,"감사직",4,"Married",6201,1,14,3,4,18,1,2,18,14,4,11,1984,3,24
32,"0","Travel_Rarely","Tax","1시간미만",4,"기술공학",859,2,"0",3,2,"감사직",4,"Divorced",4403,2,11,3,3,8,3,2,5,2,0,3,1988,3,0
30,"0","Travel_Frequently","Audit","30분미만",4,"기술공학",861,2,"0",2,1,"컨설팅직",4,"Divorced",3761,9,12,3,2,10,3,2,5,4,0,3,1990,3,0
53,"0","Travel_Rarely","Tax","30분미만",2,"인문학",862,1,"1",2,3,"감사직",4,"Married",10934,7,18,3,4,35,3,3,5,2,0,4,1967,0,6
45,"0","Travel_Rarely","Tax","30분미만",3,"인문학",864,4,"0",3,3,"감사직",1,"Divorced",10761,4,12,3,3,18,2,3,5,4,0,2,1975,2,10
32,"0","Travel_Rarely","Audit","30분미만",2,"상경계",865,3,"1",4,2,"컨설팅직",3,"Married",5175,5,12,3,3,9,3,2,5,3,1,3,1988,2,0
52,"0","Travel_Frequently","Audit"," 1시간이상",4,"상경계",867,3,"1",2,4,"세무직",4,"Married",13826,3,22,4,3,31,3,3,9,8,0,0,1968,1,0
37,"0","Travel_Rarely","Tax","1시간미만",4,"인문학",868,4,"0",2,2,"감사직",3,"Divorced",6334,4,19,3,4,9,2,3,1,0,0,0,1983,3,0
28,"0","Travel_Rarely","CS & DA","30분미만",2,"상경계",869,2,"0",2,1,"사무직",4,"Divorced",4936,1,13,3,4,6,6,3,5,1,0,4,1992,2,0
22,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",872,4,"0",2,2,"세무직",4,"Married",4775,6,22,4,1,4,2,1,2,2,2,2,1998,1,0
44,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",874,1,"0",4,1,"기술컨설팅직",4,"Married",2818,2,24,4,3,10,2,2,3,2,0,2,1976,0,36
42,"0","Travel_Frequently","Audit","30분미만",1,"상경계",875,2,"0",3,1,"컨설팅직",4,"Single",2515,5,14,3,4,8,2,3,2,1,2,2,1978,3,8
36,"0","Travel_Rarely","CS & DA","30분미만",3,"기술공학",878,1,"0",2,1,"사무직",1,"Married",2342,0,21,4,3,6,3,3,5,4,0,3,1984,2,0
25,"0","Travel_Rarely","Tax","30분미만",1,"기타",879,3,"0",3,2,"감사직",1,"Married",4194,1,18,3,4,5,3,3,5,3,0,3,1995,0,44
35,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",880,4,"1",2,3,"세무직",3,"Married",10685,1,20,4,2,17,2,3,17,14,5,15,1985,1,7
35,"1","Travel_Frequently","Audit"," 1시간이상",4,"기술공학",881,4,"1",3,1,"컨설팅직",2,"Divorced",2022,1,19,3,1,10,3,2,10,2,7,8,1985,2,26
32,"0","Non-Travel","Audit","30분미만",3,"기술공학",882,4,"0",3,1,"기술컨설팅직",4,"Divorced",2314,0,12,3,2,4,2,3,3,0,0,2,1988,3,0
25,"0","Travel_Rarely","Tax","30분미만",1,"인문학",885,3,"0",2,2,"감사직",1,"Married",4256,1,12,3,1,5,1,4,5,2,0,3,1995,2,0
49,"0","Travel_Rarely","Audit","30분미만",3,"자연과학",887,3,"1",3,1,"컨설팅직",1,"Married",3580,2,16,3,2,7,2,3,4,2,0,2,1971,0,0
24,"0","Non-Travel","Audit","30분미만",1,"기술공학",888,1,"0",2,1,"기술컨설팅직",4,"Married",3162,0,17,3,4,6,2,2,5,2,3,4,1996,0,0
32,"0","Travel_Frequently","Tax","30분미만",2,"기술공학",889,2,"0",3,2,"감사직",2,"Married",6524,1,14,3,4,10,3,3,10,8,5,3,1988,2,0
38,"0","Travel_Rarely","Tax","30분미만",3,"인문학",893,2,"0",2,1,"영업직",2,"Married",2899,0,19,3,4,3,3,3,2,2,1,2,1982,2,0
42,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",894,3,"1",4,2,"기술컨설팅직",4,"Married",5231,2,13,3,2,17,1,2,5,3,1,3,1978,1,45
31,"0","Travel_Rarely","Audit","1시간미만",4,"기술공학",895,4,"0",3,1,"컨설팅직",4,"Married",2356,3,19,3,2,8,2,3,6,4,0,2,1989,1,49
29,"1","Travel_Rarely","Tax","30분미만",3,"상경계",896,2,"1",2,1,"영업직",3,"Divorced",2800,6,19,3,3,5,3,3,3,2,0,2,1991,1,48
53,"0","Travel_Rarely","Tax","30분미만",3,"인문학",897,1,"0",3,4,"감사직",4,"Married",11836,5,14,3,3,28,3,3,2,0,2,2,1967,1,0
35,"0","Travel_Rarely","Audit"," 1시간이상",3,"자연과학",899,4,"0",2,3,"세무직",2,"Married",10903,3,16,3,1,16,2,3,13,10,4,8,1985,2,0
37,"0","Travel_Frequently","Tax"," 1시간이상",2,"상경계",900,3,"1",3,1,"영업직",4,"Married",2973,5,15,3,2,10,3,3,5,4,0,0,1983,1,0
53,"0","Travel_Rarely","Audit"," 1시간이상",4,"기술공학",901,4,"1",3,4,"기술직",4,"Single",14275,6,18,3,3,33,0,3,12,9,3,8,1967,2,0
43,"0","Travel_Frequently","Audit","30분미만",3,"기술공학",902,4,"1",3,2,"투자자문직",4,"Married",5562,4,13,3,2,12,2,2,5,2,2,2,1977,0,0
47,"0","Travel_Rarely","Tax","30분미만",2,"인문학",903,3,"1",3,2,"감사직",4,"Married",4537,0,22,4,1,8,2,3,7,6,7,7,1973,3,52
37,"0","Non-Travel","Tax","1시간미만",2,"상경계",904,1,"0",3,3,"감사직",2,"Single",7642,1,13,3,4,10,2,3,10,0,0,9,1983,1,34
50,"0","Non-Travel","Audit","30분미만",4,"기술공학",905,1,"0",3,4,"연구직",1,"Divorced",17924,1,11,3,4,31,3,3,31,6,14,7,1970,2,0
39,"0","Travel_Rarely","CS & DA","30분미만",3,"기술공학",909,4,"1",2,2,"사무직",4,"Married",5204,8,11,3,3,13,2,3,5,4,0,4,1981,1,0
33,"0","Travel_Rarely","CS & DA","30분미만",2,"예체능",910,4,"0",3,1,"사무직",2,"Divorced",2277,3,11,3,3,7,4,4,4,3,0,3,1987,1,13
32,"1","Travel_Rarely","Audit"," 1시간이상",4,"기술공학",911,1,"0",3,1,"기술컨설팅직",4,"Single",2795,1,24,4,3,1,2,1,1,0,0,1,1988,1,24
29,"0","Travel_Rarely","Audit","30분미만",1,"상경계",912,1,"1",2,1,"기술컨설팅직",4,"Divorced",2532,6,14,3,3,8,5,3,4,3,0,3,1991,0,0
44,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",913,2,"0",3,1,"컨설팅직",1,"Married",2559,1,13,3,4,8,0,3,8,7,7,1,1976,0,23
28,"0","Travel_Rarely","Tax","30분미만",4,"상경계",916,1,"0",3,2,"감사직",4,"Single",4908,1,14,3,2,4,3,3,4,2,0,2,1992,3,0
58,"1","Travel_Frequently","Audit","30분미만",1,"기술공학",918,4,"0",2,1,"기술컨설팅직",4,"Divorced",2380,9,14,3,4,3,3,2,1,0,0,0,1962,0,50
43,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",920,1,"1",3,2,"세무직",2,"Divorced",4765,4,21,4,3,4,2,4,1,0,0,0,1977,0,0
20,"1","Travel_Rarely","Tax","30분미만",3,"상경계",922,3,"1",2,1,"영업직",3,"Single",2044,1,13,3,4,2,3,2,2,2,0,2,2000,2,0
21,"1","Travel_Rarely","Audit","1시간미만",1,"기타",923,4,"1",3,1,"컨설팅직",4,"Single",2693,1,19,3,1,1,3,2,1,0,0,0,1999,0,0
36,"0","Travel_Rarely","Audit","1시간미만",1,"기술공학",924,3,"0",3,2,"투자자문직",4,"Married",6586,0,17,3,1,17,2,2,16,8,4,11,1984,2,5
47,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",925,4,"1",2,1,"영업직",4,"Single",3294,1,18,3,1,3,3,2,3,2,1,2,1973,2,5
22,"1","Travel_Rarely","Audit","30분미만",1,"기술공학",926,2,"1",3,2,"세무직",3,"Married",4171,0,19,3,1,4,3,4,3,2,0,2,1998,2,23
41,"1","Travel_Rarely","Audit","30분미만",4,"기술공학",927,2,"1",1,1,"기술컨설팅직",4,"Divorced",2778,4,13,3,3,10,1,2,7,7,1,0,1979,1,18
28,"0","Travel_Rarely","Audit","30분미만",3,"상경계",930,3,"1",3,1,"컨설팅직",3,"Divorced",2377,5,18,3,2,6,2,3,2,2,2,2,1992,2,0
39,"1","Travel_Rarely","Audit","30분미만",3,"상경계",932,4,"0",3,1,"기술컨설팅직",1,"Married",2404,7,21,4,4,8,2,1,2,2,2,2,1981,3,26
27,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",933,2,"1",3,1,"컨설팅직",3,"Single",2318,1,19,3,3,1,2,3,1,1,0,0,1993,1,0
34,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",934,2,"0",3,1,"기술컨설팅직",2,"Divorced",2008,1,14,3,2,1,3,3,1,0,1,0,1986,0,0
42,"0","Travel_Rarely","Tax","1시간미만",2,"상경계",936,3,"1",2,2,"감사직",3,"Single",6244,7,17,3,1,10,6,3,5,4,0,3,1978,1,0
33,"0","Travel_Rarely","Audit","30분미만",4,"기타",939,3,"0",2,1,"컨설팅직",1,"Single",2799,3,11,3,2,6,1,3,3,2,0,2,1987,3,10
58,"0","Travel_Rarely","Audit","30분미만",3,"자연과학",940,3,"1",2,3,"투자자문직",2,"Divorced",10552,2,13,3,4,24,3,3,6,0,0,4,1962,2,52
31,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",941,2,"0",2,1,"영업직",3,"Married",2329,3,15,3,2,13,2,4,7,7,5,2,1989,1,0
35,"0","Travel_Rarely","Audit"," 1시간이상",1,"기술공학",942,4,"1",3,2,"투자자문직",4,"Married",4014,1,25,4,4,10,2,1,10,6,0,7,1985,0,16
49,"0","Travel_Rarely","Audit","30분미만",2,"기타",944,1,"1",3,3,"기술컨설팅직",2,"Married",7403,4,11,3,3,29,3,2,26,9,1,7,1971,0,0
48,"0","Travel_Rarely","Audit","1시간미만",4,"상경계",945,4,"0",3,1,"컨설팅직",3,"Married",2259,4,17,3,1,13,2,2,0,0,0,0,1972,3,0
31,"0","Non-Travel","Tax","1시간미만",2,"인문학",947,4,"1",3,2,"감사직",3,"Married",6932,1,13,3,4,9,2,2,9,8,0,0,1989,0,0
36,"0","Travel_Rarely","Audit","30분미만",4,"기타",949,2,"0",3,1,"컨설팅직",4,"Single",4678,2,18,3,3,8,6,3,6,2,0,1,1984,3,0
38,"0","Travel_Rarely","Audit","30분미만",3,"자연과학",950,4,"1",3,3,"기술직",1,"Married",13582,1,13,3,2,15,3,3,15,12,5,11,1982,3,0
32,"0","Non-Travel","Audit","30분미만",3,"기술공학",951,3,"1",2,1,"기술컨설팅직",2,"Married",2332,6,20,4,3,5,3,3,3,0,0,2,1988,1,0
25,"1","Travel_Rarely","Tax","1시간미만",2,"인문학",952,3,"0",2,1,"영업직",2,"Married",2413,1,18,3,3,1,2,3,1,0,0,0,1995,0,35
40,"0","Travel_Rarely","Tax","30분미만",4,"인문학",954,1,"0",2,3,"감사직",2,"Divorced",9705,2,12,3,2,11,2,2,1,0,0,0,1980,3,0
26,"0","Travel_Frequently","Tax","30분미만",3,"상경계",956,3,"0",2,2,"감사직",1,"Single",4294,1,12,3,2,7,2,3,7,7,0,7,1994,2,0
41,"0","Travel_Rarely","Audit","30분미만",3,"상경계",957,4,"0",3,1,"기술컨설팅직",1,"Single",4721,2,13,3,3,20,3,3,18,13,2,17,1979,1,38
36,"0","Travel_Rarely","Audit","30분미만",4,"상경계",958,3,"0",3,1,"기술컨설팅직",3,"Single",2519,4,21,4,3,16,6,3,11,8,3,9,1984,1,0
19,"1","Travel_Rarely","Tax"," 1시간이상",3,"기타",959,4,"0",2,1,"영업직",2,"Single",2121,1,13,3,2,1,3,4,1,0,0,0,2001,1,1
20,"1","Travel_Rarely","Audit","30분미만",3,"자연과학",960,1,"0",3,1,"기술컨설팅직",1,"Single",2973,1,19,3,2,1,2,3,1,0,0,0,2000,3,0
31,"0","Travel_Rarely","Audit","1시간미만",3,"상경계",961,4,"1",3,2,"투자자문직",4,"Married",5855,0,11,3,3,10,2,1,9,7,8,5,1989,3,30
40,"0","Travel_Frequently","Audit","30분미만",4,"상경계",964,4,"0",3,1,"컨설팅직",2,"Divorced",3617,8,14,3,4,3,2,3,1,1,0,0,1980,2,20
32,"0","Travel_Rarely","Audit","30분미만",4,"상경계",966,3,"1",3,2,"세무직",1,"Married",6725,1,12,3,3,8,2,4,8,7,6,3,1988,2,0
36,"1","Travel_Rarely","Tax","30분미만",1,"기술공학",967,3,"0",2,3,"감사직",4,"Married",10325,1,11,3,1,16,6,3,16,7,3,7,1984,2,29
33,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",969,2,"1",2,2,"투자자문직",4,"Single",6949,0,14,3,1,6,3,3,5,0,1,4,1987,3,0
37,"1","Travel_Rarely","Tax","30분미만",4,"기술공학",970,1,"0",2,3,"감사직",3,"Married",10609,5,11,3,3,17,2,1,14,1,11,7,1983,1,0
45,"0","Non-Travel","Audit","30분미만",2,"기술공학",972,3,"0",3,2,"기술컨설팅직",2,"Married",4447,1,12,3,2,9,5,2,9,7,0,8,1975,2,0
29,"0","Travel_Frequently","Tax","1시간미만",3,"자연과학",974,3,"1",3,1,"영업직",4,"Married",2157,1,15,3,2,3,5,3,3,1,0,2,1991,0,0
35,"0","Travel_Rarely","Tax","1시간미만",3,"상경계",975,3,"1",3,2,"감사직",3,"Married",4601,1,16,3,2,5,3,3,5,2,1,0,1985,1,0
